ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
56ABE804,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group2,Colour1,20160506,9.00,0,45,435,1
55E12092,SeasonA_Y3,Product31,Cycle2,Country1,Biz_unit3,Cat8,SubCat25,UnitBase224,Gender2,Group8,Colour2,20160114,9.00,0,18,54,0
55E42A70,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit3,Cat3,SubCat10,UnitBase344,Gender2,Group10,Colour4,20160107,5.00,11,46,336,0
55E10565,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat25,UnitBase258,Gender1,Group8,Colour2,20160116,6.50,0,14,121,0
561B1E38,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group8,Colour11,0,4.00,0,0,1,1
56184711,SeasonA_Y3,Product34,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase242,Gender2,Group2,Colour2,20160322,8.00,0,65,123,0
56021327,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group8,Colour3,20160302,8.00,3,13,405,1
56541F31,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group8,Colour5,20160407,8.00,7,11,441,1
56372A18,SeasonA_Y3,Product9,Cycle1,Country2,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group10,Colour2,20160308,6.50,2,266,70,0
55D57707,SeasonA_Y3,Product22,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase101,Gender2,Group9,Colour4,20160208,5.00,1,93,110,0
55D59E46,SeasonA_Y3,Product22,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group9,Colour2,20160218,6.50,0,16,130,0
55D5B064,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour2,20160125,5.00,1,39,236,0
55D6B424,SeasonA_Y3,Product6,Cycle1,Country7,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group10,Colour2,20160116,5.00,0,2,448,1
55EC7492,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase44,Gender1,Group9,Colour3,20160712,4.00,13,1,1,0
55F0A262,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group10,Colour11,20160301,1.50,9,26,291,0
55EC1799,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender1,Group2,Colour11,20160224,6.50,0,30,104,0
55EF6E54,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group9,Colour2,0,2.50,0,0,0,1
55EF3901,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group9,Colour2,20160205,4.00,0,61,176,0
55F60F51,SeasonA_Y3,Product6,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase457,Gender1,Group2,Colour2,20160208,6.50,1,24,173,0
55F63E98,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group2,Colour1,0,9.00,0,11,157,1
55F3FA18,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase24,Gender1,Group9,Colour2,20160202,6.50,2,57,159,0
55F4A690,SeasonA_Y3,Product3,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase24,Gender1,Group10,Colour2,20160307,5.00,1,147,247,0
55F61355,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour2,20160323,8.00,0,117,117,0
55F45509,SeasonA_Y3,Product34,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase105,Gender1,Group2,Colour2,20160314,8.00,1,94,273,0
55F40A34,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase25,Gender1,Group8,Colour3,20160306,8.00,0,74,109,0
55F85432,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group8,Colour2,20160218,7.50,0,42,93,0
55F5D795,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group8,Colour5,20160218,6.50,0,29,243,0
55F47945,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase24,Gender1,Group8,Colour2,20160201,8.00,1,19,149,0
55F60238,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase277,Gender1,Group9,Colour1,20160307,5.00,1,157,77,0
55F44391,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase102,Gender2,Group8,Colour2,20160210,8.00,3,19,132,0
55F46929,SeasonA_Y3,Product1,Cycle2,Country5,Biz_unit3,Cat3,SubCat10,UnitBase344,Gender2,Group2,Colour2,20160212,8.00,5,15,215,0
561FB109,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group2,Colour11,20160308,4.00,9,10,49,0
56513787,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase26,Gender2,Group9,Colour11,20160318,2.50,5,258,126,0
5651BE22,SeasonA_Y3,Product9,Cycle1,Country2,Biz_unit3,Cat3,SubCat10,UnitBase487,Gender2,Group10,Colour2,20160330,3.00,17,31,88,0
5652E719,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase215,Gender1,Group8,Colour2,20160331,3.00,18,20,289,0
5.66E+26,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour1,20160418,6.50,1,55,262,0
5682F319,SeasonA_Y3,Product36,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase429,Gender2,Group8,Colour3,20160331,6.50,4,33,111,0
5699FC16,SeasonA_Y3,Product87,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase546,Gender2,Group8,Colour9,20160705,9.00,0,4,0,0
569AB197,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group8,Colour10,20160422,8.00,5,75,392,0
56967008,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour3,20160503,10.00,3,62,282,0
56994129,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour2,20160508,5.00,0,21,241,0
56017367,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group9,Colour2,20160302,7.50,3,35,182,0
56016351,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour1,20160311,5.00,0,148,143,0
56018080,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase211,Gender2,Group8,Colour3,20160404,5.00,1,35,365,0
56015133,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group10,Colour1,20160316,5.00,3,95,150,0
56018A90,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour1,20160312,5.00,0,57,229,0
56017C76,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat9,UnitBase211,Gender2,Group8,Colour1,20160404,5.00,1,75,233,0
5.70E+62,SeasonA_Y3,Product52,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour3,20160510,5.00,2,42,91,0
5699BC52,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group8,Colour11,20160413,10.00,31,19,271,0
56993113,SeasonA_Y3,Product53,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group9,Colour5,20160510,3.00,2,84,218,0
569A8452,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group9,Colour7,20160405,6.50,5,48,389,1
56982343,SeasonA_Y3,Product52,Cycle2,Country1,Biz_unit4,Cat4,SubCat12,UnitBase214,Gender1,Group8,Colour2,20160510,5.00,2,39,270,0
5699B848,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group8,Colour2,20160320,10.00,7,2,213,0
5699E391,SeasonA_Y3,Product9,Cycle2,Country7,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group8,Colour11,20160331,8.00,4,3,347,1
569A0525,SeasonA_Y3,Product7,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase190,Gender1,Group2,Colour2,20160512,9.00,12,67,195,0
56968933,SeasonA_Y3,Product34,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase381,Gender1,Group8,Colour3,20160510,8.00,10,28,317,0
569A7A42,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group9,Colour5,20160405,6.50,5,36,363,0
56160937,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group8,Colour1,20160406,9.00,0,73,92,0
56154B47,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group10,Colour2,20160319,2.50,6,41,168,0
5615E602,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit4,Cat4,SubCat9,UnitBase339,Gender2,Group2,Colour1,20160301,10.00,2,14,290,0
5615FB23,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase154,Gender1,Group8,Colour1,20160412,9.00,2,19,297,0
56161C56,SeasonA_Y3,Product9,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase155,Gender1,Group8,Colour2,20160221,9.00,0,50,175,0
5616D036,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group9,Colour4,20160330,5.00,0,25,45,0
55F98638,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender2,Group2,Colour11,20160209,4.00,9,85,45,0
55FB0420,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group8,Colour5,20160125,5.00,1,42,107,0
55F98133,SeasonA_Y3,Product36,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase407,Gender2,Group2,Colour2,20160331,9.00,0,57,100,0
55FAEF99,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group2,Colour11,20160116,6.50,0,25,332,0
55F99149,SeasonA_Y3,Product6,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender1,Group2,Colour11,20160205,4.00,5,48,92,0
56965581,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group8,Colour2,20160503,6.50,3,86,313,0
56969B51,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group2,Colour1,0,6.50,0,123,263,1
5696CC00,SeasonA_Y3,Product9,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase211,Gender2,Group10,Colour2,20160428,3.00,0,5,74,0
5.64E+18,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat40,UnitBase142,Gender2,Group9,Colour2,20160403,5.00,3,18,170,0
56373D37,SeasonA_Y3,Product9,Cycle1,Country2,Biz_unit4,Cat4,SubCat9,UnitBase188,Gender2,Group10,Colour7,20160308,6.50,2,99,185,0
5.64E+34,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat40,UnitBase142,Gender1,Group9,Colour2,20160404,5.00,4,9,102,0
56385D25,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender1,Group9,Colour3,20160403,4.00,3,5,173,0
5639A755,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat40,UnitBase142,Gender2,Group8,Colour13,20160330,6.50,0,12,176,0
5680DE86,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase186,Gender1,Group2,Colour11,20160510,9.00,2,87,360,0
56831351,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group8,Colour2,20160308,6.50,9,96,216,0
5680BC52,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour11,20160502,8.00,15,73,345,0
56834197,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group2,Colour5,20160421,8.00,4,9,256,0
56543A58,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group8,Colour10,20160320,9.00,7,24,338,0
56544367,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase77,Gender1,Group8,Colour2,20160328,9.00,1,49,376,0
55D59537,SeasonA_Y3,Product22,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group9,Colour9,20160218,6.50,0,11,86,0
55D62E90,SeasonA_Y3,Product100,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase123,Gender1,Group9,Colour2,0,6.50,0,0,0,1
55D6C238,SeasonA_Y3,Product6,Cycle2,Country7,Biz_unit3,Cat3,SubCat8,UnitBase12,Gender1,Group8,Colour9,20160219,5.00,0,42,141,0
55D7FD53,SeasonA_Y3,Product3,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour2,20160125,9.00,1,40,168,0
55D58C28,SeasonA_Y3,Product22,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase86,Gender1,Group9,Colour2,20160130,6.50,6,61,204,0
55D5F634,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit4,Cat15,SubCat72,UnitBase376,Gender1,Group8,Colour11,20160106,4.00,0,4,215,0
55D5FC40,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit4,Cat15,SubCat72,UnitBase337,Gender1,Group8,Colour11,20160109,4.00,0,20,167,0
55EF7359,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group9,Colour11,0,2.50,0,0,0,1
55EF9189,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group9,Colour3,20160301,2.50,2,91,104,0
55EF9997,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group9,Colour11,20160208,3.00,0,58,98,0
55EF7864,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase104,Gender2,Group9,Colour2,0,2.50,0,0,0,1
55F68367,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase15,Gender2,Group2,Colour11,20160302,8.00,2,34,225,0
55F44997,SeasonA_Y3,Product3,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase102,Gender1,Group8,Colour11,20160209,8.00,2,52,63,0
55F3DB87,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour13,20160117,6.50,0,20,216,0
55F65016,SeasonA_Y3,Product5,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase18,Gender1,Group8,Colour1,20160514,8.00,6,9,187,0
55F67D61,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase75,Gender1,Group2,Colour2,20160426,8.00,2,89,430,0
55F3E193,SeasonA_Y3,Product33,Cycle2,Country5,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour8,20160115,6.50,0,49,191,0
55F42B67,SeasonA_Y3,Product3,Cycle1,Country4,Biz_unit4,Cat4,SubCat9,UnitBase116,Gender2,Group10,Colour11,20160208,7.50,1,11,284,0
55C2DD45,SeasonA_Y3,Product33,Cycle2,Country7,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group9,Colour1,20160115,6.50,0,8,171,0
577A7581,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat8,SubCat16,UnitBase39,Gender1,Group8,Colour11,20160517,3.00,2,55,519,1
577A7F91,SeasonA_Y3,Product30,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase502,Gender1,Group8,Colour1,20160517,5.00,2,34,433,1
57722351,SeasonA_Y3,Product6,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase175,Gender1,Group8,Colour2,20160215,6.50,0,36,284,0
57723367,SeasonA_Y3,Product6,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase174,Gender1,Group8,Colour2,20160224,4.00,0,27,253,0
5773EC08,SeasonA_Y3,Product24,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase193,Gender1,Group8,Colour11,20160501,4.00,7,81,264,0
57135985,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour1,20160329,4.00,2,56,155,0
5.71E+94,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group8,Colour2,20160330,4.00,3,28,389,1
57134868,SeasonB_Y3,Product36,Cycle2,Country7,Biz_unit4,Cat4,SubCat12,UnitBase122,Gender1,Group9,Colour2,20160215,7.50,1,25,390,0
57147165,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour1,20160209,5.00,2,14,209,0
56E97561,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender2,Group9,Colour1,20160511,2.00,11,65,156,0
570DE286,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat8,SubCat16,UnitBase39,Gender1,Group8,Colour11,0,3.00,0,0,0,1
570DF202,SeasonA_Y3,Product30,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase502,Gender1,Group8,Colour2,20160225,5.00,0,23,448,1
570DEB95,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat8,SubCat16,UnitBase39,Gender1,Group8,Colour2,20160224,3.00,0,34,448,1
57722755,SeasonA_Y3,Product5,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase175,Gender1,Group8,Colour2,20160224,5.00,0,40,321,0
5714BF43,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase170,Gender1,Group8,Colour2,20160224,3.00,0,24,221,0
57143909,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour1,20160223,4.00,0,185,102,0
57168092,SeasonA_Y3,Product16,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase318,Gender2,Group8,Colour1,20160224,3.00,0,68,141,0
57166B71,SeasonA_Y3,Product9,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase323,Gender2,Group8,Colour11,20160224,4.00,0,79,123,0
57147872,SeasonA_Y3,Product16,Cycle2,Country5,Biz_unit4,Cat4,SubCat12,UnitBase171,Gender1,Group8,Colour2,20160210,5.00,3,34,159,0
56E96646,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender1,Group9,Colour1,20160510,2.00,10,52,187,0
56E96B51,SeasonA_Y3,Product16,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase217,Gender2,Group9,Colour1,20160509,2.00,9,31,129,0
5712E670,SeasonA_Y3,Product11,Cycle2,Country5,Biz_unit3,Cat3,SubCat11,UnitBase17,Gender1,Group8,Colour2,20160302,5.00,2,101,92,0
570E0D29,SeasonA_Y3,Product30,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase224,Gender2,Group8,Colour11,20160307,5.00,1,56,229,0
570E1A42,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat8,SubCat15,UnitBase38,Gender2,Group8,Colour2,20160224,3.00,0,111,257,0
570E2149,SeasonA_Y3,Product11,Cycle2,Country2,Biz_unit3,Cat8,SubCat15,UnitBase38,Gender2,Group8,Colour1,20160224,3.00,0,78,466,1
570D5E54,SeasonA_Y3,Product64,Cycle2,Country5,Biz_unit4,Cat15,SubCat33,UnitBase518,Gender1,Group2,Colour11,20160226,1.00,0,24,248,0
55E46C36,SeasonA_Y3,Product3,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase25,Gender1,Group9,Colour2,20160126,6.50,2,32,125,0
55E29A70,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat10,UnitBase109,Gender2,Group8,Colour1,20160102,3.00,6,32,203,0
55E31A98,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat10,UnitBase15,Gender2,Group8,Colour1,20151216,6.50,0,2,423,1
55E61460,SeasonA_Y3,Product10,Cycle1,Country2,Biz_unit3,Cat3,SubCat10,UnitBase15,Gender2,Group10,Colour2,20151231,8.00,4,45,141,0
55E64E18,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender2,Group2,Colour2,20160310,9.00,0,48,192,0
56386634,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender2,Group8,Colour13,20160415,6.50,5,12,182,0
5.64E+74,SeasonA_Y3,Product9,Cycle1,Country2,Biz_unit3,Cat3,SubCat10,UnitBase241,Gender2,Group10,Colour7,20160318,5.00,5,86,77,0
56386C40,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat25,UnitBase258,Gender2,Group8,Colour13,20160330,6.50,0,16,171,0
55F1F298,SeasonA_Y3,Product50,Cycle2,Country1,Biz_unit4,Cat15,SubCat48,UnitBase205,Gender1,Group8,Colour13,20160115,5.00,0,15,277,0
55F1B840,SeasonA_Y3,Product41,Cycle2,Country1,Biz_unit4,Cat15,SubCat33,UnitBase379,Gender1,Group10,Colour2,20160122,2.00,0,35,20,0
55F1E787,SeasonA_Y3,Product50,Cycle2,Country1,Biz_unit4,Cat15,SubCat48,UnitBase434,Gender1,Group8,Colour8,20160115,5.00,0,20,137,0
55E63593,SeasonA_Y3,Product1,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase167,Gender2,Group8,Colour11,20160126,5.00,2,88,168,0
560A5642,SeasonA_Y3,Product7,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase13,Gender1,Group8,Colour2,20160405,6.50,5,17,288,0
560A6456,SeasonA_Y3,Product117,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase547,Gender1,Group8,Colour2,20160407,8.00,7,12,254,0
560A3509,SeasonA_Y3,Product117,Cycle2,Country2,Biz_unit3,Cat3,SubCat11,UnitBase426,Gender2,Group2,Colour2,20160308,9.00,2,158,89,0
560BB088,SeasonA_Y3,Product6,Cycle1,Country1,Biz_unit3,Cat3,SubCat8,UnitBase457,Gender1,Group10,Colour1,20160301,5.00,2,16,167,0
560A4D33,SeasonA_Y3,Product117,Cycle2,Country2,Biz_unit3,Cat3,SubCat6,UnitBase189,Gender1,Group2,Colour8,20160318,9.00,0,75,167,0
560A4626,SeasonA_Y3,Product13,Cycle2,Country2,Biz_unit3,Cat3,SubCat8,UnitBase108,Gender1,Group8,Colour3,20160401,5.00,1,15,298,0
560A9505,SeasonA_Y3,Product9,Cycle2,Country1,Biz_unit3,Cat3,SubCat8,UnitBase548,Gender2,Group8,Colour2,20160331,5.00,0,114,22,0
55D56286,SeasonA_Y3,Product1,Cycle1,Country4,Biz_unit3,Cat3,SubCat8,UnitBase162,Gender2,Group10,Colour8,20160206,2.50,0,69,97,0
55D54B63,SeasonA_Y3,Product43,Cycle2,Country1,Biz_unit3,Cat8,SubCat80,UnitBase422,Gender1,Group8,Colour7,20160111,5.00,0,12,152,0
55DDB517,SeasonA_Y3,Product84,Cycle1,Country1,Biz_unit3,Cat8,SubCat37,UnitBase365,Gender1,Group9,Colour8,20160105,4.00,5,13,246,0
55DB7844,SeasonA_Y3,Product41,Cycle2,Country5,Biz_unit3,Cat8,SubCat37,UnitBase135,Gender1,Group8,Colour1,20160106,2.00,0,45,195,0
56273634,SeasonA_Y3,Product33,Cycle2,Country1,Biz_unit3,Cat8,SubCat25,UnitBase249,Gender2,Group8,Colour1,20160417,5.00,7,10,191,0
56476C80,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group10,Colour2,20160418,3.50,1,76,637,1
5.65E+70,SeasonA_Y3,Product16,Cycle1,Country4,Biz_unit4,Cat4,SubCat12,UnitBase46,Gender1,Group10,Colour1,20160418,3.50,1,268,153,0
55CAA335,SeasonA_Y3,Product45,Cycle2,Country1,Biz_unit4,Cat15,SubCat43,UnitBase435,Gender2,Group8,Colour11,20160223,4.00,2,24,112,0
55C9EA50,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit4,Cat15,SubCat41,UnitBase143,Gender1,Group9,Colour1,20160102,5.00,6,34,118,0
55CAB048,SeasonA_Y3,Product45,Cycle2,Country1,Biz_unit4,Cat15,SubCat43,UnitBase164,Gender2,Group8,Colour13,20160226,4.50,0,23,58,0
55C9DD37,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group9,Colour1,20160102,5.00,6,34,88,0
55CC9F43,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit3,Cat3,SubCat8,UnitBase162,Gender1,Group9,Colour2,20151229,3.00,0,60,147,0
55C9A379,SeasonA_Y3,Product33,Cycle2,Country2,Biz_unit3,Cat8,SubCat24,UnitBase201,Gender1,Group8,Colour1,20151230,6.50,3,31,151,0
55CC2420,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat9,UnitBase95,Gender2,Group8,Colour11,20151229,4.00,2,69,221,0
55CBF068,SeasonA_Y3,Product10,Cycle2,Country2,Biz_unit4,Cat4,SubCat9,UnitBase14,Gender2,Group2,Colour2,20160219,7.50,0,37,95,0
55CC7A06,SeasonA_Y3,Product1,Cycle2,Country4,Biz_unit4,Cat4,SubCat12,UnitBase93,Gender1,Group9,Colour9,20160104,4.00,4,53,218,0
